"No.","Time","Source","Destination","Protocol","Length","Info"
"12717","424.330331","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58316 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"12718","424.330331","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58319 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"13014","432.482659","140.82.113.26","192.168.75.216","TLSv1.2","79","Application Data"
"13015","432.482942","192.168.75.216","140.82.113.26","TLSv1.2","83","Application Data"
"13016","432.828731","192.168.75.216","185.199.108.133","TCP","55","[TCP Keep-Alive] 57953  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"13020","432.832865","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=201 Ack=233 Win=217 Len=0"
"13023","433.071155","192.168.75.216","142.251.10.95","TCP","55","[TCP Keep-Alive] 58149  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"13024","433.075004","185.199.108.133","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  57953 [ACK] Seq=1 Ack=2 Win=206 Len=0"
"13027","434.133415","142.251.10.95","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58149 [ACK] Seq=1 Ack=2 Win=149 Len=0"
"13631","434.855204","192.168.75.216","74.125.200.188","TCP","55","[TCP Keep-Alive] 57907  >  5228 [ACK] Seq=37 Ack=1821 Win=253 Len=1"
"13633","436.130560","74.125.200.188","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 5228  >  57907 [ACK] Seq=1821 Ack=38 Win=157 Len=0"
"13634","437.292784","192.168.75.216","13.35.13.48","TCP","55","[TCP Keep-Alive] 58307  >  443 [ACK] Seq=1354 Ack=7007 Win=65792 Len=1"
"13635","437.351673","13.35.13.48","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58307 [ACK] Seq=7007 Ack=1355 Win=5536 Len=0"
"13636","438.968947","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"13638","439.196240","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"13746","441.639206","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"13747","442.390860","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"13751","443.137896","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"13758","443.405144","192.168.75.216","52.182.143.210","TCP","54","58321  >  443 [FIN, ACK] Seq=1427 Ack=6759 Win=261376 Len=0"
"13759","443.409102","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"13761","443.566392","192.168.75.216","18.211.189.31","TCP","55","[TCP Keep-Alive] 58216  >  443 [ACK] Seq=413 Ack=389 Win=257 Len=1"
"13762","443.570295","52.182.143.210","192.168.75.216","TCP","54","443  >  58321 [ACK] Seq=6759 Ack=1428 Win=5600 Len=0"
"13764","444.255806","18.211.189.31","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58216 [ACK] Seq=389 Ack=414 Win=200 Len=0"
"13765","444.255806","52.182.143.210","192.168.75.216","TCP","54","443  >  58321 [FIN, ACK] Seq=6759 Ack=1428 Win=5600 Len=0"
"13766","444.255962","192.168.75.216","52.182.143.210","TCP","54","58321  >  443 [ACK] Seq=1428 Ack=6760 Win=261376 Len=0"
"13869","446.151509","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"13871","446.408002","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1055 Ack=623 Win=996 Len=0"
"13873","447.513037","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"13874","447.513037","157.240.208.60","192.168.75.216","TCP","92","[TCP Retransmission] 443  >  58281 [PSH, ACK] Seq=1055 Ack=623 Win=996 Len=38"
"13875","447.513155","192.168.75.216","157.240.208.60","TCP","66","58281  >  443 [ACK] Seq=623 Ack=1093 Win=255 Len=0 SLE=1055 SRE=1093"
"13889","448.364921","192.168.75.216","142.251.10.95","TCP","54","58149  >  443 [FIN, ACK] Seq=2 Ack=1 Win=254 Len=0"
"13890","448.365015","192.168.75.216","142.251.10.95","TCP","54","58149  >  443 [RST, ACK] Seq=3 Ack=1 Win=0 Len=0"
"13891","448.365812","192.168.75.216","172.217.194.94","TCP","66","58324  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13902","448.664560","192.168.75.216","124.156.189.176","TCP","55","[TCP Keep-Alive] 58313  >  80 [ACK] Seq=708 Ack=210 Win=65536 Len=1"
"13904","448.668575","142.251.10.95","192.168.75.216","TCP","54","443  >  58149 [ACK] Seq=1 Ack=3 Win=149 Len=0"
"13908","448.668756","172.217.194.94","192.168.75.216","TCP","66","443  >  58324 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"13911","448.668929","192.168.75.216","172.217.194.94","TCP","54","58324  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"13917","448.670224","192.168.75.216","172.217.194.94","TLSv1.3","660","Client Hello"
"13921","449.072569","172.217.194.94","192.168.75.216","TCP","54","443  >  58324 [ACK] Seq=1 Ack=607 Win=4800 Len=0"
"13922","449.072750","124.156.189.176","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 80  >  58313 [ACK] Seq=210 Ack=709 Win=4896 Len=0"
"13923","449.072750","172.217.194.94","192.168.75.216","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"13924","449.073395","192.168.75.216","172.217.194.94","TLSv1.3","118","Change Cipher Spec, Application Data"
"13926","449.375561","172.217.194.94","192.168.75.216","TCP","54","443  >  58324 [ACK] Seq=213 Ack=671 Win=4864 Len=0"
"13927","449.375561","172.217.194.94","192.168.75.216","TLSv1.3","662","Application Data, Application Data"
"13928","449.428916","192.168.75.216","172.217.194.94","TCP","54","58324  >  443 [ACK] Seq=671 Ack=821 Win=64768 Len=0"
"14215","451.018949","13.35.13.48","192.168.75.216","TLSv1.3","93","Application Data"
"14216","451.018949","13.35.13.48","192.168.75.216","TLSv1.3","78","Application Data"
"14217","451.019094","192.168.75.216","13.35.13.48","TCP","54","58307  >  443 [ACK] Seq=1355 Ack=7070 Win=65536 Len=0"
"14218","451.019232","13.35.13.48","192.168.75.216","TCP","54","443  >  58307 [FIN, ACK] Seq=7070 Ack=1355 Win=5536 Len=0"
"14219","451.019290","192.168.75.216","13.35.13.48","TCP","54","58307  >  443 [FIN, ACK] Seq=1355 Ack=7070 Win=65536 Len=0"
"14220","451.019365","192.168.75.216","13.35.13.48","TCP","54","58307  >  443 [ACK] Seq=1356 Ack=7071 Win=65536 Len=0"
"14221","451.028586","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"14222","451.061755","13.35.13.48","192.168.75.216","TCP","54","443  >  58307 [ACK] Seq=7071 Ack=1356 Win=5536 Len=0"
"14223","451.061755","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"14226","451.779100","192.168.75.216","13.236.8.150","TCP","55","[TCP Keep-Alive] 58221  >  443 [ACK] Seq=757 Ack=980 Win=252 Len=1"
"14227","451.837229","13.236.8.150","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58221 [ACK] Seq=980 Ack=758 Win=239 Len=0"
"14228","451.985899","192.168.75.216","3.233.149.201","TCP","55","[TCP Keep-Alive] 58322  >  443 [ACK] Seq=4867 Ack=5594 Win=65024 Len=1"
"14229","452.029094","3.233.149.201","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58322 [ACK] Seq=5594 Ack=4868 Win=9056 Len=0"
"14230","452.483279","192.168.75.216","20.198.162.76","TLSv1.2","155","Application Data"
"14232","452.568957","20.198.162.76","192.168.75.216","TCP","54","443  >  57877 [ACK] Seq=172 Ack=203 Win=236 Len=0"
"14233","452.568957","20.198.162.76","192.168.75.216","TLSv1.2","225","Application Data"
"14235","452.620604","192.168.75.216","20.198.162.76","TCP","54","57877  >  443 [ACK] Seq=203 Ack=343 Win=254 Len=0"
"14239","452.699660","192.168.75.216","35.186.224.25","TCP","66","58325  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14240","453.260515","192.168.75.216","3.233.149.201","TCP","55","[TCP Keep-Alive] 58323  >  443 [ACK] Seq=643 Ack=5221 Win=65536 Len=1"
"14241","453.264851","35.186.224.25","192.168.75.216","TCP","66","443  >  58325 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"14242","453.265078","192.168.75.216","35.186.224.25","TCP","54","58325  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"14243","453.265710","192.168.75.216","35.186.224.25","TLSv1.2","244","Client Hello"
"14244","453.539757","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58314  >  443 [ACK] Seq=568 Ack=220 Win=65536 Len=1"
"14245","453.543645","3.233.149.201","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58323 [ACK] Seq=5221 Ack=644 Win=4832 Len=0"
"14246","453.543645","35.186.224.25","192.168.75.216","TCP","54","443  >  58325 [ACK] Seq=1 Ack=191 Win=4384 Len=0"
"14247","453.543826","35.186.224.25","192.168.75.216","TLSv1.2","1454","Server Hello"
"14248","453.543826","35.186.224.25","192.168.75.216","TCP","1454","443  >  58325 [PSH, ACK] Seq=1401 Ack=191 Win=4384 Len=1400 [TCP segment of a reassembled PDU]"
"14249","453.543826","35.186.224.25","192.168.75.216","TLSv1.2","626","Certificate, Server Key Exchange, Server Hello Done"
"14250","453.543923","192.168.75.216","35.186.224.25","TCP","54","58325  >  443 [ACK] Seq=191 Ack=3373 Win=65792 Len=0"
"14251","453.546788","192.168.75.216","35.186.224.25","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"14253","454.443243","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58314 [ACK] Seq=220 Ack=569 Win=4768 Len=0"
"14254","454.443243","35.186.224.25","192.168.75.216","TCP","54","443  >  58325 [ACK] Seq=3373 Ack=284 Win=4480 Len=0"
"14255","454.443739","35.186.224.25","192.168.75.216","TLSv1.2","346","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"14256","454.444851","192.168.75.216","35.186.224.25","TLSv1.2","229","Application Data"
"14257","454.461848","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58315  >  443 [ACK] Seq=1276 Ack=829 Win=64768 Len=1"
"14258","455.283211","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58317  >  443 [ACK] Seq=568 Ack=220 Win=65536 Len=1"
"14259","455.286985","35.186.224.25","192.168.75.216","TCP","54","443  >  58325 [ACK] Seq=3665 Ack=459 Win=4640 Len=0"
"14260","455.286985","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58315 [ACK] Seq=829 Ack=1277 Win=5472 Len=0"
"14261","455.287640","35.186.224.25","192.168.75.216","TLSv1.2","1454","Application Data"
"14262","455.287640","35.186.224.25","192.168.75.216","TLSv1.2","590","Application Data"
"14263","455.287718","192.168.75.216","35.186.224.25","TCP","54","58325  >  443 [ACK] Seq=459 Ack=5601 Win=65792 Len=0"
"14264","455.289120","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58318  >  443 [ACK] Seq=2018 Ack=1407 Win=65792 Len=1"
"14266","455.432380","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58317 [ACK] Seq=220 Ack=569 Win=4768 Len=0"
"14267","455.432380","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58318 [ACK] Seq=1407 Ack=2019 Win=6208 Len=0"
"14664","456.558521","192.168.75.216","52.71.28.102","TCP","55","[TCP Keep-Alive] 58005  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"14665","456.623608","52.71.28.102","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58005 [ACK] Seq=1 Ack=2 Win=170 Len=0"
"14680","457.893542","192.168.75.216","203.205.235.61","TCP","55","[TCP Keep-Alive] 58320  >  443 [ACK] Seq=2558 Ack=372 Win=65280 Len=1"
"14681","457.941431","203.205.235.61","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58320 [ACK] Seq=372 Ack=2559 Win=6752 Len=0"
"14682","459.784910","18.211.189.31","192.168.75.216","TLSv1.2","85","Application Data"
"14683","459.785246","192.168.75.216","18.211.189.31","TLSv1.2","89","Application Data"
"14684","460.184825","192.168.75.216","18.211.189.31","TCP","89","[TCP Retransmission] 58216  >  443 [PSH, ACK] Seq=414 Ack=420 Win=256 Len=35"
"14685","460.188963","18.211.189.31","192.168.75.216","TCP","54","443  >  58216 [ACK] Seq=420 Ack=449 Win=201 Len=0"
"14686","460.467068","18.211.189.31","192.168.75.216","TCP","54","[TCP Dup ACK 14685#1] 443  >  58216 [ACK] Seq=420 Ack=449 Win=201 Len=0"
"15452","461.141570","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"15453","461.221637","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1093 Ack=654 Win=997 Len=0"
"15863","461.581109","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"15866","461.630384","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=654 Ack=1131 Win=255 Len=0"
"16454","466.148404","192.168.75.216","3.233.149.201","TLSv1.2","273","Application Data"
"16455","466.148560","192.168.75.216","3.233.149.201","TLSv1.2","100","Application Data"
"16456","466.148627","192.168.75.216","3.233.149.201","TLSv1.2","1359","Application Data"
"16457","466.149989","192.168.75.216","13.236.8.150","TLSv1.2","123","Application Data"
"16458","466.150102","192.168.75.216","13.236.8.150","TLSv1.2","93","Application Data"
"16460","466.363759","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5594 Ack=5133 Win=9312 Len=0"
"16461","466.363759","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=980 Ack=866 Win=243 Len=0"
"16463","466.363914","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5594 Ack=6438 Win=10624 Len=0"
"16464","466.363914","13.236.8.150","192.168.75.216","TLSv1.2","93","Application Data"
"16465","466.415763","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=866 Ack=1019 Win=252 Len=0"
"16466","466.493302","3.233.149.201","192.168.75.216","TLSv1.2","100","Application Data"
"16467","466.493302","13.236.8.150","192.168.75.216","TLSv1.2","177","Application Data"
"16468","466.493458","3.233.149.201","192.168.75.216","TLSv1.2","199","Application Data"
"16469","466.493458","3.233.149.201","192.168.75.216","TLSv1.2","92","Application Data"
"16470","466.493512","192.168.75.216","3.233.149.201","TCP","54","58322  >  443 [ACK] Seq=6438 Ack=5823 Win=64768 Len=0"
"16471","466.494796","192.168.75.216","3.233.149.201","TLSv1.2","96","Application Data"
"16472","466.542375","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=866 Ack=1142 Win=252 Len=0"
"16473","466.549627","3.233.149.201","192.168.75.216","TCP","54","443  >  58322 [ACK] Seq=5823 Ack=6480 Win=10656 Len=0"
"16474","469.340874","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58319  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"16475","469.340875","192.168.75.216","150.109.28.54","TCP","55","[TCP Keep-Alive] 58316  >  443 [ACK] Seq=0 Ack=2 Win=65792 Len=1"
"16476","470.122486","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58316 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"16477","470.122486","150.109.28.54","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58319 [ACK] Seq=2 Ack=1 Win=4192 Len=0"
"17214","477.835607","192.168.75.216","140.82.113.26","TCP","55","[TCP Keep-Alive] 58291  >  443 [ACK] Seq=232 Ack=201 Win=252 Len=1"
"17216","478.083588","192.168.75.216","185.199.108.133","TCP","55","[TCP Keep-Alive] 57953  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"17217","478.088084","140.82.113.26","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58291 [ACK] Seq=201 Ack=233 Win=217 Len=0"
"17218","478.544448","185.199.108.133","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  57953 [ACK] Seq=1 Ack=2 Win=206 Len=0"
"17219","481.138115","192.168.75.216","74.125.200.188","TCP","55","[TCP Keep-Alive] 57907  >  5228 [ACK] Seq=37 Ack=1821 Win=253 Len=1"
"17220","481.138374","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"17221","481.591148","192.168.75.216","157.240.208.60","TCP","85","[TCP Retransmission] 58281  >  443 [PSH, ACK] Seq=654 Ack=1131 Win=255 Len=31"
"17222","481.592102","74.125.200.188","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 5228  >  57907 [ACK] Seq=1821 Ack=38 Win=157 Len=0"
"17223","481.592102","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=1131 Ack=685 Win=998 Len=0"
"17224","481.592330","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"17225","481.647187","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=685 Ack=1169 Win=255 Len=0"
"17365","484.200678","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"17367","484.573566","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"17544","487.404469","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"17545","488.423397","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"17546","488.427993","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"17547","488.659043","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"17586","491.836157","74.125.200.188","192.168.75.216","TLSv1.2","509","Application Data"
"17587","491.880560","192.168.75.216","74.125.200.188","TCP","54","57907  >  5228 [ACK] Seq=38 Ack=2276 Win=251 Len=0"
"17597","492.594846","140.82.113.26","192.168.75.216","TLSv1.2","80","Application Data"
"17600","492.596186","192.168.75.216","140.82.113.26","TLSv1.2","84","Application Data"
"17609","493.064291","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=227 Ack=263 Win=218 Len=0"
"18168","494.077058","192.168.75.216","124.156.189.176","TCP","55","[TCP Keep-Alive] 58313  >  80 [ACK] Seq=708 Ack=210 Win=65536 Len=1"
"18171","494.282881","124.156.189.176","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 80  >  58313 [ACK] Seq=210 Ack=709 Win=4896 Len=0"
"18172","494.383191","192.168.75.216","172.217.194.94","TCP","55","[TCP Keep-Alive] 58324  >  443 [ACK] Seq=670 Ack=821 Win=64768 Len=1"
"18174","494.598768","172.217.194.94","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58324 [ACK] Seq=821 Ack=671 Win=4864 Len=0"
"18175","496.076481","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"18176","496.120186","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"18178","498.187412","150.109.28.54","192.168.75.216","TLSv1.2","131","Application Data, Encrypted Alert"
"18179","498.187412","150.109.28.54","192.168.75.216","TCP","54","443  >  58314 [FIN, ACK] Seq=297 Ack=569 Win=4768 Len=0"
"18180","498.187563","192.168.75.216","150.109.28.54","TCP","54","58314  >  443 [ACK] Seq=569 Ack=298 Win=65280 Len=0"
"18181","498.187814","150.109.28.54","192.168.75.216","TLSv1.2","131","Application Data, Encrypted Alert"
"18182","498.187814","150.109.28.54","192.168.75.216","TCP","54","443  >  58315 [FIN, ACK] Seq=906 Ack=1277 Win=5472 Len=0"
"18199","498.187996","192.168.75.216","150.109.28.54","TCP","54","58315  >  443 [ACK] Seq=1277 Ack=907 Win=64768 Len=0"
"18200","498.188339","192.168.75.216","150.109.28.54","TCP","54","58315  >  443 [FIN, ACK] Seq=1277 Ack=907 Win=64768 Len=0"
"18246","498.229545","150.109.28.54","192.168.75.216","TCP","54","443  >  58315 [ACK] Seq=907 Ack=1278 Win=5472 Len=0"
"18249","498.556368","192.168.75.216","3.233.149.201","TCP","55","[TCP Keep-Alive] 58323  >  443 [ACK] Seq=643 Ack=5221 Win=65536 Len=1"
"18251","498.839432","3.233.149.201","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58323 [ACK] Seq=5221 Ack=644 Win=4832 Len=0"
"18252","499.453312","150.109.28.54","192.168.75.216","TLSv1.2","131","Application Data, Encrypted Alert"
"18253","499.453312","150.109.28.54","192.168.75.216","TCP","54","443  >  58317 [FIN, ACK] Seq=297 Ack=569 Win=4768 Len=0"
"18254","499.453446","192.168.75.216","150.109.28.54","TCP","54","58317  >  443 [ACK] Seq=569 Ack=298 Win=65280 Len=0"
"18255","499.453690","150.109.28.54","192.168.75.216","TLSv1.2","131","Application Data, Encrypted Alert"
"18256","499.453690","150.109.28.54","192.168.75.216","TCP","54","443  >  58318 [FIN, ACK] Seq=1484 Ack=2019 Win=6208 Len=0"
